instruction,input,response
"Given the dataset delimited by the triple backticks, forecast number of days client 6048-QPZCF will take for the payment of an invoice dated 2013-11-06 with an amount 78.83 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6048-QPZCF  2012-01-21          72.06            10
6048-QPZCF  2012-02-08          86.44            22
6048-QPZCF  2012-02-24          72.76            24
6048-QPZCF  2012-03-04          62.49            31
6048-QPZCF  2012-03-10          75.33            29
6048-QPZCF  2012-03-19          73.92             5
6048-QPZCF  2012-06-06          96.48             6
6048-QPZCF  2012-07-28          75.54             4
6048-QPZCF  2012-08-24          76.34            26
6048-QPZCF  2012-08-28          95.29            18
6048-QPZCF  2012-08-30          75.59             7
6048-QPZCF  2012-09-25          84.23             5
6048-QPZCF  2012-11-25          73.73             6
6048-QPZCF  2013-02-10          92.14            12
6048-QPZCF  2013-02-14          87.90            31
6048-QPZCF  2013-03-04          98.68            22
6048-QPZCF  2013-04-08          82.56             4
6048-QPZCF  2013-05-16          92.96             6
6048-QPZCF  2013-05-17          76.72            20
6048-QPZCF  2013-05-24          72.42             5
6048-QPZCF  2013-06-09          77.08            18
6048-QPZCF  2013-06-28          68.20            16
6048-QPZCF  2013-07-07          71.96            26
6048-QPZCF  2013-07-12          71.45            16
6048-QPZCF  2013-09-03          90.27            18
6048-QPZCF  2013-09-24          76.33             5
6048-QPZCF  2013-09-24          54.37             5
6048-QPZCF  2013-09-25          88.58            24
```","{'customerID': '6048-QPZCF', 'InvoiceDate': '2013-11-06', 'InvoiceAmount': 78.83, 'DaysToSettle': 1}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6077-FDQRK will take for the payment of an invoice dated 2013-09-25 with an amount 52.45 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6077-FDQRK  2012-01-08          28.84            24
6077-FDQRK  2012-03-30          26.90            17
6077-FDQRK  2012-04-06          82.40            24
6077-FDQRK  2012-04-17          46.17            27
6077-FDQRK  2012-05-05          36.86            31
6077-FDQRK  2012-07-10          53.52            23
6077-FDQRK  2012-07-26          63.03            22
6077-FDQRK  2012-07-29          32.59            18
6077-FDQRK  2012-08-04          30.14            26
6077-FDQRK  2012-08-06          47.35            22
6077-FDQRK  2012-08-20          62.95            26
6077-FDQRK  2012-09-06          30.23            16
6077-FDQRK  2012-11-14          60.66            15
6077-FDQRK  2012-11-18          53.39            15
6077-FDQRK  2012-11-21          33.36            16
6077-FDQRK  2012-12-25          55.87            19
6077-FDQRK  2012-12-30          49.84            17
6077-FDQRK  2013-03-07          56.60            25
6077-FDQRK  2013-03-24          33.37            15
6077-FDQRK  2013-03-30          21.40             9
6077-FDQRK  2013-05-04          42.59            20
6077-FDQRK  2013-05-14          43.07            14
6077-FDQRK  2013-05-23          34.50            11
6077-FDQRK  2013-06-14          48.18            16
6077-FDQRK  2013-08-15          58.36            12
6077-FDQRK  2013-09-25          18.90            30
```","{'customerID': '6077-FDQRK', 'InvoiceDate': '2013-09-25', 'InvoiceAmount': 52.45, 'DaysToSettle': 17}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6160-HCSFI will take for the payment of an invoice dated 2013-10-20 with an amount 92.57 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6160-HCSFI  2012-01-13          72.72            22
6160-HCSFI  2012-01-18          77.44            24
6160-HCSFI  2012-02-25          83.21            23
6160-HCSFI  2012-03-10          81.87            25
6160-HCSFI  2012-03-13          76.21            27
6160-HCSFI  2012-06-14          65.57            18
6160-HCSFI  2012-07-26          60.72            26
6160-HCSFI  2012-08-20          65.49            23
6160-HCSFI  2012-08-22          61.84            17
6160-HCSFI  2012-08-22          74.86            17
6160-HCSFI  2012-09-24          55.36            22
6160-HCSFI  2012-10-12          88.47            26
6160-HCSFI  2012-11-07          62.31            21
6160-HCSFI  2012-12-02          58.05            25
6160-HCSFI  2012-12-27          72.26            17
6160-HCSFI  2013-01-06          85.64            26
6160-HCSFI  2013-01-07          69.85            32
6160-HCSFI  2013-01-24          44.64            18
6160-HCSFI  2013-02-02          85.52            21
6160-HCSFI  2013-02-12          75.78            14
6160-HCSFI  2013-03-24          65.37            14
6160-HCSFI  2013-04-24          43.95            26
6160-HCSFI  2013-05-16          85.72            14
6160-HCSFI  2013-06-04          68.97            16
6160-HCSFI  2013-08-17          82.91            11
6160-HCSFI  2013-08-22          76.85            13
6160-HCSFI  2013-08-30          69.48            18
6160-HCSFI  2013-10-03          68.64            14
```","{'customerID': '6160-HCSFI', 'InvoiceDate': '2013-10-20', 'InvoiceAmount': 92.57, 'DaysToSettle': 12}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6177-VTITE will take for the payment of an invoice dated 2013-11-02 with an amount 55.11 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6177-VTITE  2012-02-06          63.28            14
6177-VTITE  2012-05-23          48.03            17
6177-VTITE  2012-06-18          49.39            14
6177-VTITE  2012-06-23          40.13            21
6177-VTITE  2012-06-25          71.35            20
6177-VTITE  2012-07-03          48.18            15
6177-VTITE  2012-08-29          56.26            23
6177-VTITE  2012-09-29          34.50            17
6177-VTITE  2012-11-03          22.26            12
6177-VTITE  2012-11-11          54.30            20
6177-VTITE  2012-11-24          19.06            15
6177-VTITE  2012-12-26           8.27            11
6177-VTITE  2013-02-05          39.33            29
6177-VTITE  2013-02-11          57.05            16
6177-VTITE  2013-03-30          25.70             9
6177-VTITE  2013-06-11          42.86            13
6177-VTITE  2013-06-22          36.62            24
6177-VTITE  2013-06-30          21.89            14
6177-VTITE  2013-07-19          65.01            15
```","{'customerID': '6177-VTITE', 'InvoiceDate': '2013-11-02', 'InvoiceAmount': 55.11, 'DaysToSettle': 8}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6296-UKEUZ will take for the payment of an invoice dated 2013-09-07 with an amount 61.24 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6296-UKEUZ  2012-03-16          43.39             2
6296-UKEUZ  2012-05-20          37.27             9
6296-UKEUZ  2012-06-07          15.40             6
6296-UKEUZ  2012-06-09          48.25             2
6296-UKEUZ  2012-07-22          29.77             3
6296-UKEUZ  2012-08-03          45.31            16
6296-UKEUZ  2012-08-13          31.90             3
6296-UKEUZ  2012-09-16          25.05             3
6296-UKEUZ  2012-11-07          54.74            22
6296-UKEUZ  2012-12-07          21.42             1
6296-UKEUZ  2013-02-06          22.00             2
6296-UKEUZ  2013-02-27          35.10             5
6296-UKEUZ  2013-03-05          14.80             2
6296-UKEUZ  2013-03-22          22.93             3
6296-UKEUZ  2013-04-12          27.29             2
6296-UKEUZ  2013-04-23          34.63             1
6296-UKEUZ  2013-07-21          15.86             2
```","{'customerID': '6296-UKEUZ', 'InvoiceDate': '2013-09-07', 'InvoiceAmount': 61.24, 'DaysToSettle': 1}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6391-GBFQJ will take for the payment of an invoice dated 2013-12-02 with an amount 18.05 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6391-GBFQJ  2012-02-09           6.43            16
6391-GBFQJ  2012-03-23          18.09            16
6391-GBFQJ  2012-03-24           7.11            16
6391-GBFQJ  2012-06-17           8.03            15
6391-GBFQJ  2012-09-11          10.23            16
6391-GBFQJ  2013-01-31          15.48            12
6391-GBFQJ  2013-03-04          46.49            30
6391-GBFQJ  2013-03-28           7.33            24
6391-GBFQJ  2013-07-04          10.76            14
6391-GBFQJ  2013-07-21           8.36            27
6391-GBFQJ  2013-07-28          41.79            15
6391-GBFQJ  2013-09-09           7.96            13
6391-GBFQJ  2013-10-01          25.72            32
6391-GBFQJ  2013-10-04          24.77            13
6391-GBFQJ  2013-10-18           8.61            13
6391-GBFQJ  2013-10-30          30.47            16
6391-GBFQJ  2013-11-21          34.22            41
```","{'customerID': '6391-GBFQJ', 'InvoiceDate': '2013-12-02', 'InvoiceAmount': 18.05, 'DaysToSettle': 11}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6627-ELFBK will take for the payment of an invoice dated 2013-08-21 with an amount 77.24 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6627-ELFBK  2012-01-06          47.07            28
6627-ELFBK  2012-01-20          60.52            22
6627-ELFBK  2012-04-06          67.30            25
6627-ELFBK  2012-05-20          54.82            27
6627-ELFBK  2012-05-21          58.64            36
6627-ELFBK  2012-08-08          78.00            18
6627-ELFBK  2012-09-25          36.04            27
6627-ELFBK  2012-10-25          72.27            34
6627-ELFBK  2012-11-18          80.49            37
6627-ELFBK  2012-12-17          98.73            17
6627-ELFBK  2013-01-11          66.01            21
6627-ELFBK  2013-02-01          69.59            36
6627-ELFBK  2013-02-13          57.35            12
6627-ELFBK  2013-02-15          76.50            45
6627-ELFBK  2013-02-15          65.28            14
6627-ELFBK  2013-02-16          82.93            16
6627-ELFBK  2013-03-01          53.65            17
6627-ELFBK  2013-03-26          92.65            31
6627-ELFBK  2013-03-27          71.39            38
6627-ELFBK  2013-04-30          27.41            37
6627-ELFBK  2013-05-11          61.03            14
6627-ELFBK  2013-05-31          66.51            16
6627-ELFBK  2013-07-01          57.97            13
6627-ELFBK  2013-07-06          72.45            28
6627-ELFBK  2013-08-01          86.83            22
```","{'customerID': '6627-ELFBK', 'InvoiceDate': '2013-08-21', 'InvoiceAmount': 77.24, 'DaysToSettle': 19}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6632-CGYHU will take for the payment of an invoice dated 2013-10-31 with an amount 94.71 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6632-CGYHU  2012-01-29          51.13            23
6632-CGYHU  2012-03-13          81.85            13
6632-CGYHU  2012-05-20          56.03            12
6632-CGYHU  2012-05-23          91.98            13
6632-CGYHU  2012-10-05          57.86            18
6632-CGYHU  2012-10-18          98.61            20
6632-CGYHU  2012-10-25          83.68            15
6632-CGYHU  2012-12-07          73.22            23
6632-CGYHU  2012-12-17          74.41            15
6632-CGYHU  2013-02-09          92.97            10
6632-CGYHU  2013-03-29          85.33             9
6632-CGYHU  2013-05-29          85.89             8
6632-CGYHU  2013-07-04         114.44            11
6632-CGYHU  2013-08-07          70.51            11
6632-CGYHU  2013-08-10          60.61            12
6632-CGYHU  2013-09-01          68.88             6
6632-CGYHU  2013-09-06          56.50             7
6632-CGYHU  2013-09-16          68.47            12
```","{'customerID': '6632-CGYHU', 'InvoiceDate': '2013-10-31', 'InvoiceAmount': 94.71, 'DaysToSettle': 14}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6708-DPYTF will take for the payment of an invoice dated 2013-11-07 with an amount 66.92 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6708-DPYTF  2012-01-03          55.37            44
6708-DPYTF  2012-01-21          92.19            29
6708-DPYTF  2012-02-01          80.31            42
6708-DPYTF  2012-02-13          86.74            46
6708-DPYTF  2012-03-24          92.76            42
6708-DPYTF  2012-04-15          58.73            43
6708-DPYTF  2012-05-23          79.59            43
6708-DPYTF  2012-07-04          76.81            43
6708-DPYTF  2012-07-11          69.00            33
6708-DPYTF  2012-07-11          73.60            44
6708-DPYTF  2012-08-01          57.69            38
6708-DPYTF  2012-08-02          74.65            47
6708-DPYTF  2012-08-04          46.29            31
6708-DPYTF  2012-09-03          27.42            33
6708-DPYTF  2012-11-11          94.19            34
6708-DPYTF  2013-02-17          56.99            25
6708-DPYTF  2013-02-24          64.64            41
6708-DPYTF  2013-03-19          87.99            40
6708-DPYTF  2013-03-20          81.59            39
6708-DPYTF  2013-04-24          89.07            34
6708-DPYTF  2013-04-29          82.04            24
6708-DPYTF  2013-05-05          76.49            29
6708-DPYTF  2013-09-08          64.19            32
6708-DPYTF  2013-09-11          79.52            29
6708-DPYTF  2013-10-03         105.25            31
6708-DPYTF  2013-10-03          99.22            45
6708-DPYTF  2013-10-18          79.61            44
6708-DPYTF  2013-10-24          93.24            40
```","{'customerID': '6708-DPYTF', 'InvoiceDate': '2013-11-07', 'InvoiceAmount': 66.92, 'DaysToSettle': 38}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6831-FIODB will take for the payment of an invoice dated 2013-08-13 with an amount 35.74 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6831-FIODB  2012-01-15          46.28            29
6831-FIODB  2012-01-16          62.84            25
6831-FIODB  2012-02-16          57.07            29
6831-FIODB  2012-04-29          52.26            38
6831-FIODB  2012-05-22          42.16            53
6831-FIODB  2012-06-05          71.50            60
6831-FIODB  2012-08-27          52.08            28
6831-FIODB  2012-09-21          33.25            43
6831-FIODB  2012-10-23          32.58            38
6831-FIODB  2012-11-10          11.79            30
6831-FIODB  2012-11-27          59.71            32
6831-FIODB  2012-12-18          41.56            38
6831-FIODB  2012-12-22          63.67            28
6831-FIODB  2013-01-20          17.44            31
6831-FIODB  2013-01-30          30.90            35
6831-FIODB  2013-02-18          41.11            29
6831-FIODB  2013-04-11          41.94            41
6831-FIODB  2013-04-11          74.41            27
6831-FIODB  2013-05-08          36.29            37
6831-FIODB  2013-05-11          35.87            31
6831-FIODB  2013-05-22          51.92            25
6831-FIODB  2013-06-20          48.70            40
6831-FIODB  2013-08-08          43.20            18
6831-FIODB  2013-08-08          40.18            45
```","{'customerID': '6831-FIODB', 'InvoiceDate': '2013-08-13', 'InvoiceAmount': 35.74, 'DaysToSettle': 19}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6833-ETVHD will take for the payment of an invoice dated 2013-10-17 with an amount 71.7 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6833-ETVHD  2012-01-10          71.66            31
6833-ETVHD  2012-01-23          78.33            34
6833-ETVHD  2012-04-23          73.87            23
6833-ETVHD  2012-05-01          93.70            20
6833-ETVHD  2012-05-10          77.76            20
6833-ETVHD  2012-06-06          82.79            12
6833-ETVHD  2012-07-27          72.13            22
6833-ETVHD  2012-08-16          80.87            18
6833-ETVHD  2012-08-22          44.58            20
6833-ETVHD  2012-09-02          66.68            10
6833-ETVHD  2012-09-11          59.01            18
6833-ETVHD  2012-09-15          84.17            17
6833-ETVHD  2012-10-01          74.56            19
6833-ETVHD  2012-10-14          68.17            15
6833-ETVHD  2012-10-26          47.52            23
6833-ETVHD  2012-11-01          78.81            24
6833-ETVHD  2012-11-04          86.65            25
6833-ETVHD  2012-11-12          72.88            13
6833-ETVHD  2012-11-27          70.61            21
6833-ETVHD  2013-01-07          67.51            15
6833-ETVHD  2013-01-24          59.25            18
6833-ETVHD  2013-01-26          63.82            20
6833-ETVHD  2013-03-28          60.25            18
6833-ETVHD  2013-05-01          65.29            15
6833-ETVHD  2013-05-10          54.69            22
6833-ETVHD  2013-06-02          86.87            27
6833-ETVHD  2013-07-12          55.83            12
6833-ETVHD  2013-07-27          87.68            17
6833-ETVHD  2013-08-12          62.40            25
6833-ETVHD  2013-08-12          75.88            21
6833-ETVHD  2013-09-25          56.38            25
```","{'customerID': '6833-ETVHD', 'InvoiceDate': '2013-10-17', 'InvoiceAmount': 71.7, 'DaysToSettle': 20}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7050-KQLDO will take for the payment of an invoice dated 2013-10-24 with an amount 76.69 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7050-KQLDO  2012-01-28          64.89            19
7050-KQLDO  2012-02-14          78.36            31
7050-KQLDO  2012-03-07          62.24            29
7050-KQLDO  2012-03-08          65.70            32
7050-KQLDO  2012-04-27          53.16            21
7050-KQLDO  2012-08-10          47.99            31
7050-KQLDO  2012-09-04          76.80            33
7050-KQLDO  2012-09-19          52.53            24
7050-KQLDO  2012-10-17          72.67             8
7050-KQLDO  2012-11-28          36.55            20
7050-KQLDO  2013-01-06          52.60            13
7050-KQLDO  2013-01-22          43.12            12
7050-KQLDO  2013-03-18          88.33            25
7050-KQLDO  2013-04-07          57.24            23
7050-KQLDO  2013-05-14          59.83            20
7050-KQLDO  2013-05-22          77.86            16
7050-KQLDO  2013-06-16          62.26            17
7050-KQLDO  2013-09-14          55.88            17
7050-KQLDO  2013-09-20          88.99            34
```","{'customerID': '7050-KQLDO', 'InvoiceDate': '2013-10-24', 'InvoiceAmount': 76.69, 'DaysToSettle': 22}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7209-MDWKR will take for the payment of an invoice dated 2013-11-14 with an amount 80.14 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7209-MDWKR  2012-01-21          81.90            26
7209-MDWKR  2012-02-11          39.67            36
7209-MDWKR  2012-04-08          74.28            32
7209-MDWKR  2012-04-09          54.82            28
7209-MDWKR  2012-04-22          72.62            36
7209-MDWKR  2012-08-20          75.55            28
7209-MDWKR  2012-10-04          55.88            41
7209-MDWKR  2012-10-15          55.85            34
7209-MDWKR  2012-10-26          74.92            30
7209-MDWKR  2012-12-16          61.20            30
7209-MDWKR  2012-12-17          66.75            46
7209-MDWKR  2013-03-13          57.41            40
7209-MDWKR  2013-03-31          75.44            28
7209-MDWKR  2013-04-24          69.34            34
7209-MDWKR  2013-05-05          74.70            36
7209-MDWKR  2013-05-22          49.37            41
7209-MDWKR  2013-06-19          36.23            23
7209-MDWKR  2013-06-24          49.68            36
7209-MDWKR  2013-07-14          62.32            36
7209-MDWKR  2013-07-23          56.03            26
7209-MDWKR  2013-08-11          90.42            32
7209-MDWKR  2013-08-19          51.86            31
```","{'customerID': '7209-MDWKR', 'InvoiceDate': '2013-11-14', 'InvoiceAmount': 80.14, 'DaysToSettle': 23}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7228-LEPPM will take for the payment of an invoice dated 2013-07-17 with an amount 56.73 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7228-LEPPM  2012-01-23          87.10            45
7228-LEPPM  2012-01-29          27.63            52
7228-LEPPM  2012-02-11          45.00            39
7228-LEPPM  2012-03-09          32.17            40
7228-LEPPM  2012-03-13          46.22            39
7228-LEPPM  2012-06-19          60.46            40
7228-LEPPM  2012-06-30          69.15            44
7228-LEPPM  2012-07-10          51.32            48
7228-LEPPM  2012-07-30          61.86            29
7228-LEPPM  2012-08-07          60.58            34
7228-LEPPM  2012-09-01          69.90            35
7228-LEPPM  2012-09-12          61.86            49
7228-LEPPM  2012-09-27          35.48            43
7228-LEPPM  2012-10-22          34.49            41
7228-LEPPM  2013-01-16          47.74            41
7228-LEPPM  2013-01-21          89.96            51
7228-LEPPM  2013-02-09          34.70            33
7228-LEPPM  2013-03-02          79.37            41
7228-LEPPM  2013-04-11          43.06            32
7228-LEPPM  2013-04-12          52.67            37
7228-LEPPM  2013-05-06          40.90            38
7228-LEPPM  2013-07-10          46.40            40
```","{'customerID': '7228-LEPPM', 'InvoiceDate': '2013-07-17', 'InvoiceAmount': 56.73, 'DaysToSettle': 44}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7245-CKNCN will take for the payment of an invoice dated 2013-08-17 with an amount 51.6 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7245-CKNCN  2012-01-04          67.71            24
7245-CKNCN  2012-02-07          75.19            28
7245-CKNCN  2012-02-07          88.89            22
7245-CKNCN  2012-03-02          69.13            21
7245-CKNCN  2012-04-26          84.99            18
7245-CKNCN  2012-05-21          93.86            23
7245-CKNCN  2012-05-22          87.82            22
7245-CKNCN  2012-06-06          49.72            13
7245-CKNCN  2012-09-10          85.36            19
7245-CKNCN  2012-11-02          61.57            16
7245-CKNCN  2012-11-07          73.82            13
7245-CKNCN  2013-04-17          79.26             7
7245-CKNCN  2013-05-02          74.36            11
7245-CKNCN  2013-06-06          67.19            14
7245-CKNCN  2013-07-20          66.28            15
```","{'customerID': '7245-CKNCN', 'InvoiceDate': '2013-08-17', 'InvoiceAmount': 51.6, 'DaysToSettle': 18}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7260-ZHAKS will take for the payment of an invoice dated 2013-09-12 with an amount 19.7 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7260-ZHAKS  2012-03-07          72.83            27
7260-ZHAKS  2012-03-20          82.98            36
7260-ZHAKS  2012-04-13          67.29            29
7260-ZHAKS  2012-05-06          77.53            36
7260-ZHAKS  2012-06-27          56.40            24
7260-ZHAKS  2012-07-14          67.49            15
7260-ZHAKS  2012-08-21          67.74            17
7260-ZHAKS  2012-08-30          60.64            22
7260-ZHAKS  2012-08-30         100.51            27
7260-ZHAKS  2012-09-06          44.99            20
7260-ZHAKS  2012-11-26          61.18            26
7260-ZHAKS  2012-12-08          66.27            22
7260-ZHAKS  2013-01-23          83.32            14
7260-ZHAKS  2013-01-30          53.71            26
7260-ZHAKS  2013-02-16          78.28            26
7260-ZHAKS  2013-02-22          89.44            22
7260-ZHAKS  2013-03-19          81.10            23
7260-ZHAKS  2013-04-30          59.78            30
7260-ZHAKS  2013-05-17          55.31            26
7260-ZHAKS  2013-07-24          65.20            21
7260-ZHAKS  2013-08-21          68.16            21
```","{'customerID': '7260-ZHAKS', 'InvoiceDate': '2013-09-12', 'InvoiceAmount': 19.7, 'DaysToSettle': 24}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7329-TWKLF will take for the payment of an invoice dated 2013-10-21 with an amount 78.59 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7329-TWKLF  2012-01-09          56.86            18
7329-TWKLF  2012-01-24          80.71            18
7329-TWKLF  2012-02-25          92.11            26
7329-TWKLF  2012-05-02         120.76            22
7329-TWKLF  2012-05-02          73.30            17
7329-TWKLF  2012-06-30          74.22            23
7329-TWKLF  2012-07-06          73.84            26
7329-TWKLF  2012-10-02          42.35            33
7329-TWKLF  2013-01-03          91.37            13
7329-TWKLF  2013-01-27          94.38            20
7329-TWKLF  2013-03-10          62.24            26
7329-TWKLF  2013-04-02          56.67            14
7329-TWKLF  2013-05-05          66.46            20
7329-TWKLF  2013-05-19          79.65            17
7329-TWKLF  2013-05-21          61.42            21
7329-TWKLF  2013-06-10          63.67            23
7329-TWKLF  2013-06-30          85.35            21
7329-TWKLF  2013-08-18          61.71            32
7329-TWKLF  2013-08-28          81.28            25
7329-TWKLF  2013-09-08          84.50            15
```","{'customerID': '7329-TWKLF', 'InvoiceDate': '2013-10-21', 'InvoiceAmount': 78.59, 'DaysToSettle': 23}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7372-CESLR will take for the payment of an invoice dated 2013-11-13 with an amount 23.63 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7372-CESLR  2012-01-10          47.75            24
7372-CESLR  2012-02-08          30.74            24
7372-CESLR  2012-02-16          47.45            30
7372-CESLR  2012-02-17          20.80            20
7372-CESLR  2012-03-17          34.57            23
7372-CESLR  2012-03-18          30.08            22
7372-CESLR  2012-04-10          21.24            24
7372-CESLR  2012-05-16          50.58            16
7372-CESLR  2012-05-25          34.58            19
7372-CESLR  2012-06-07          26.14            30
7372-CESLR  2012-09-10          52.82            18
7372-CESLR  2012-10-28          12.70            28
7372-CESLR  2012-11-28          41.76            33
7372-CESLR  2012-12-04          28.78            23
7372-CESLR  2013-01-01          37.25            30
7372-CESLR  2013-01-02          27.50            25
7372-CESLR  2013-02-27          59.17            23
7372-CESLR  2013-04-15          22.45            27
7372-CESLR  2013-06-03          34.89            21
7372-CESLR  2013-06-04          44.54            23
7372-CESLR  2013-06-08          46.34            13
7372-CESLR  2013-06-28          38.13            19
7372-CESLR  2013-11-09          40.94            21
```","{'customerID': '7372-CESLR', 'InvoiceDate': '2013-11-13', 'InvoiceAmount': 23.63, 'DaysToSettle': 6}"
"Given the dataset delimited by the triple backticks, forecast number of days client 7600-OISKG will take for the payment of an invoice dated 2013-10-20 with an amount 77.43 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
7600-OISKG  2012-02-11          65.67            30
7600-OISKG  2012-04-30          97.06            30
7600-OISKG  2012-06-01          66.03            30
7600-OISKG  2012-06-20          45.48            25
7600-OISKG  2012-07-03          61.25            35
7600-OISKG  2012-08-01          79.02            29
7600-OISKG  2012-08-30          74.43            37
7600-OISKG  2012-09-16          60.95            39
7600-OISKG  2012-10-31          70.07            37
7600-OISKG  2012-11-05          87.51            24
7600-OISKG  2012-11-30          40.23            26
7600-OISKG  2013-01-11          75.47            44
7600-OISKG  2013-02-18          45.51            17
7600-OISKG  2013-04-11          59.08            38
7600-OISKG  2013-05-01          55.53            31
7600-OISKG  2013-05-12          54.99            34
7600-OISKG  2013-05-19          59.99            29
7600-OISKG  2013-06-06          63.68            35
7600-OISKG  2013-07-24          48.17            29
7600-OISKG  2013-08-04          90.54            29
7600-OISKG  2013-08-25          60.57            20
```","{'customerID': '7600-OISKG', 'InvoiceDate': '2013-10-20', 'InvoiceAmount': 77.43, 'DaysToSettle': 23}"
